1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.298964532479582767e-01,4.436724693303481515e-02,1.191366560855742773e-01,6.659151797131185324e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.143799317738901783e-01,1.145954638153570820e-01,-4.799999999999999822e-01,-6.274323157403016715e-02,4.029458009078739078e-01,2.258387108278893038e-02,8.061998001483591803e-02,1.104975877727050193e-01,-4.000000000000000083e-02,4.646735358581063902e-01,3.868086278749706397e-02,4.536707048951266197e-02,1.713862354917558894e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.298964532479582767e-01,4.436724693303481515e-02,1.191366560855742773e-01,6.659151797131185324e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.143799317738901783e-01,1.145954638153570820e-01,-4.799999999999999822e-01,-6.274323157403016715e-02,4.029458009078739078e-01,2.258387108278893038e-02,8.061998001483591803e-02,1.104975877727050193e-01,-4.000000000000000083e-02,4.646735358581063902e-01,3.868086278749706397e-02,4.536707048951266197e-02,1.713862354917558894e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.360575324311791179e-01,4.436724693303481515e-02,1.191366560855742773e-01,6.659151797131185324e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.143799317738901783e-01,1.145954638153570820e-01,-4.799999999999999822e-01,-6.274323157403016715e-02,4.029458009078739078e-01,2.000000000000000042e-02,8.061998001483591803e-02,1.104975877727050193e-01,-4.000000000000000083e-02,4.600847854808089998e-01,3.868086278749706397e-02,4.536707048951266197e-02,1.724017760968571178e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.360575324311791179e-01,4.376566088547483718e-02,1.191366560855742773e-01,6.659151797131185324e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.143799317738901783e-01,1.145954638153570820e-01,-4.799999999999999822e-01,-6.274323157403016715e-02,3.954253577068088665e-01,2.000000000000000042e-02,8.700666687635096042e-02,1.104975877727050193e-01,-4.000000000000000083e-02,4.600847854808089998e-01,3.868086278749706397e-02,4.536707048951266197e-02,1.842744590577088282e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.360575324311791179e-01,4.376566088547483718e-02,1.191366560855742773e-01,6.671258554742222069e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.143799317738901783e-01,1.170458554655569722e-01,-4.799999999999999822e-01,-6.277887142631555228e-02,3.954253577068088665e-01,2.000000000000000042e-02,8.700666687635096042e-02,1.104975877727050193e-01,-4.000000000000000083e-02,4.600847854808089998e-01,3.868086278749706397e-02,4.536707048951266197e-02,1.747223774275077579e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.360575324311791179e-01,4.317305139055029051e-02,1.191366560855742773e-01,6.671258554742222069e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.184413620940338724e-01,1.170458554655569722e-01,-4.799999999999999822e-01,-6.277887142631555228e-02,3.954253577068088665e-01,2.000000000000000042e-02,8.700666687635096042e-02,1.104975877727050193e-01,-4.000000000000000083e-02,4.600847854808089998e-01,3.868086278749706397e-02,4.166708757816432046e-02,1.748037709484574487e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.360575324311791179e-01,4.317305139055029051e-02,1.191366560855742773e-01,6.683345335484033312e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.184413620940338724e-01,1.194954007298010545e-01,-4.799999999999999822e-01,-6.277887142631555228e-02,3.954253577068088665e-01,2.000000000000000042e-02,8.700666687635096042e-02,1.137525191927928336e-01,-4.000000000000000083e-02,4.600847854808089998e-01,3.868086278749706397e-02,4.166708757816432046e-02,1.754722858856676559e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.360575324311791179e-01,4.317305139055029051e-02,1.191366560855742773e-01,6.683345335484033312e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.184413620940338724e-01,1.194954007298010545e-01,-4.799999999999999822e-01,-6.281475416752839436e-02,3.879084326699016594e-01,2.000000000000000042e-02,8.700666687635096042e-02,1.170080451692122880e-01,-4.000000000000000083e-02,4.600847854808089998e-01,3.868086278749706397e-02,4.166708757816432046e-02,1.774065680310160209e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.360575324311791179e-01,4.258807976519242422e-02,1.191366560855742773e-01,6.695401856624072501e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.184413620940338724e-01,1.194954007298010545e-01,-4.799999999999999822e-01,-6.281475416752839436e-02,3.879084326699016594e-01,2.000000000000000042e-02,8.700666687635096042e-02,1.202637555475015163e-01,-4.000000000000000083e-02,4.600847854808089998e-01,3.868086278749706397e-02,3.797109370766756781e-02,1.779272004531315066e+00
1.862280452335622338e-01,1.595337343660185314e-01,8.920945230724806885e-02,-4.799999999999999822e-01,-1.000000000000000056e-01,4.360575324311791179e-01,4.200552063783184048e-02,1.263958461681243262e-01,6.695401856624072501e-01,-4.000000000000000083e-02,4.399976796140591118e-01,1.184413620940338724e-01,1.194954007298010545e-01,-4.799999999999999822e-01,-6.281475416752839436e-02,3.879084326699016594e-01,2.000000000000000042e-02,9.339228457955034424e-02,1.202637555475015163e-01,-4.000000000000000083e-02,4.600847854808089998e-01,3.868086278749706397e-02,3.797109370766756781e-02,1.786700589447541843e+00
